Year,CO2 Emissions (MtCO2),Temperature Anomalies (°C)
1940,471.756,.12
1941,478.349,.19
1942,447.38,.07
1943,440.09,.09
1944,440.539,.20
1945,328.07,.09
1946,315.584,-.07
1947,380.35,-.03
1948,383.931,-.11
1949,382.588,-.11
1950,400.539,-.17
1951,454.912,-.07
1952,504.556,.01
1953,540.103,.08
1954,591.87,-.13
1955,674.6,-.14
1956,749.081,-.19
1957,843.316,.05
1958,1137.699,.06
1959,1373.387,.03
1960,1538.169,-.03
1961,1393.017,.06
1962,1342.042,.03
1963,1422.55,.05
1964,1506.792,-.20
1965,1649.219,-.11
1966,1796.366,-.06
1967,1824.324,-.02
1968,2015.174,-.08
1969,2288.6,.05
1970,2695.77,.03
1971,2950.089,-.08
1972,3120.029,.01
1973,3351.352,.16
1974,3410.965,-.07
1975,3576.356,-.01
1976,3801.276,-.10
1977,4045.921,.18
1978,4227.023,.07
1979,4400.642,.16
1980,4395.38,.26
1981,4368.962,.32
1982,4518.591,.14
1983,4700.642,.31
1984,4974.816,.16
1985,5266.014,.12
1986,5492.05,.18
1987,5727.687,.32
1988,6189.06,.39
1989,6404.37,.27
1990,6608.574,.45
1991,7405.573,.40
1992,7248.764,.22
1993,7582.536,.23
1994,7937.216,.31
1995,8257.986,.44
1996,8596.896,.33
1997,8717.279,.46
1998,8473.237,.61
1999,8952.733,.38
2000,9328.854,.39
2001,9491.189,.53
2002,10012.85,.63
2003,11021.268,.62
2004,11680.722,.53
2005,12527.827,.68
2006,13389.9,.64
2007,14088.937,.66
2008,14828.029,.54
2009,15345.886,.66
2010,16496.832,.73
2011,17715.629,.61
2012,18400.994,.65
2013,18635.371,.68
2014,18959.088,.75
2015,19113.156,.90
2016,19244.576,1.02
2017,19773.783,.92
2018,20401.152,.85
2019,20855.637,.98
2020,20519.535,1.02
2021,21438.682,.85
2022,21772.348,.90
1880,6.05,-.16
1881,6.165,-.08
1882,6.723,-.11
1883,7.443,-.17
1884,8.013,-.28
1885,8.342,-.33
1886,8.976,-.31
1887,10.29,-.36
1888,11.448,-.17
1889,13.378,-.11
1890,14.718,-.35
1891,16.798,-.23
1892,17.862,-.28
1893,19.986,-.31
1894,22.354,-.30
1895,25.929,-.23
1896,27.585,-.12
1897,30.17,-.11
1898,35.962,-.28
1899,37.974,-.18
1900,42.961,-.09
1901,49.41,-.16
1902,51.353,-.28
1903,53.851,-.37
1904,60.534,-.48
1905,61.466,-.27
1906,68.693,-.23
1907,95.31,-.39
1908,104.256,-.43
1909,107.241,-.49
1910,108.886,-.44
1911,115.387,-.45
1912,117.513,-.37
1913,134.46,-.35
1914,140.026,-.16
1915,134.207,-.14
1916,147.368,-.36
1917,158.792,-.46
1918,162.968,-.30
1919,178.299,-.28
1920,168.586,-.28
1921,163.697,-.19
1922,171.039,-.28
1923,186.156,-.27
1924,197.32,-.27
1925,198.873,-.22
1926,200.742,-.11
1927,216.673,-.22
1928,227.299,-.20
1929,237.4,-.36
1930,235.023,-.16
1931,226.396,-.09
1932,224.221,-.16
1933,245.846,-.29
1934,277.244,-.12
1935,301.561,-.20
1936,324.793,-.15
1937,339.8,-.03
1938,348.511,.00
1939,366.69,-.02
1940,426.236,.12
1941,442.337,.19
1942,399.911,.07
1943,387.649,.09
1944,372.835,.20
1945,241.913,.09
1946,202.78,-.07
1947,246.277,-.03
1948,275.216,-.11
1949,340.779,-.11
1950,368.772,-.17
1951,428.808,-.07
1952,481.095,.01
1953,513.088,.08
1954,559.376,-.13
1955,624.631,-.14
1956,690.14,-.19
1957,781.913,.05
1958,1070.94,.06
1959,1303.081,.03
1960,1448.403,-.03
1961,1299.079,.06
1962,1233.359,.03
1963,1299.642,.05
1964,1362.749,-.20
1965,1477.277,-.11
1966,1598.353,-.06
1967,1619.899,-.02
1968,1779.765,-.08
1969,2021.452,.05
1970,2412.937,.03
1971,2619.624,-.08
1972,2769.38,.01
1973,2924.12,.16
1974,2968.702,-.07
1975,3143.298,-.01
1976,3294.704,-.10
1977,3513.107,.18
1978,3692.338,.07
1979,3833.001,.16
1980,3842.749,.26
1981,3818.677,.32
1982,3956.348,.14
1983,4108.107,.31
1984,4354.411,.16
1985,4597.335,.12
1986,4780.446,.18
1987,5000.45,.32
1988,5414.077,.39
1989,5584.615,.27
1990,5766.321,.45
1991,5997.791,.40
1992,6231.176,.22
1993,6477.62,.23
1994,6773.689,.31
1995,7132.889,.44
1996,7452.906,.33
1997,7589.188,.46
1998,7306.496,.61
1999,7696.359,.38
2000,7940.077,.39
2001,8087.27,.53
2002,8590.896,.63
2003,9507.141,.62
2004,10049.575,.53
2005,10832.524,.68
2006,11584.675,.64
2007,12292.028,.66
2008,12889.317,.54
2009,13327.96,.66
2010,14366.533,.73
2011,15540.582,.61
2012,16079.69,.65
2013,16360.906,.68
2014,16575.174,.75
2015,16612.158,.90
2016,16682.631,1.02
2017,17134.459,.92
2018,17738.508,.85
2019,18190.26,.98
2020,18005.277,1.02
2021,18805.865,.85
2022,19102.592,.90
1880,4.302,-.16
1881,4.509,-.08
1882,4.68,-.11
1883,5.164,-.17
1884,5.459,-.28
1885,6.077,-.33
1886,6.34,-.31
1887,7.469,-.36
1888,8.306,-.17
1889,9.759,-.11
1890,10.653,-.35
1891,12.429,-.23
1892,13.025,-.28
1893,14.868,-.31
1894,17.13,-.30
1895,19.268,-.23
1896,20.42,-.12
1897,22.232,-.11
1898,27.361,-.28
1899,28.59,-.18
1900,32.068,-.09
1901,37.179,-.16
1902,37.886,-.28
1903,40.255,-.37
1904,45.34,-.48
1905,46.067,-.27
1906,50.726,-.23
1907,55.524,-.39
1908,58.334,-.43
1909,60.803,-.49
1910,62.272,-.44
1911,68.337,-.45
1912,74.213,-.37
1913,81.632,-.35
1914,84.445,-.16
1915,78.085,-.14
1916,86.24,-.36
1917,94.94,-.46
1918,92.766,-.30
1919,102.585,-.28
1920,100.28,-.28
1921,95.527,-.19
1922,104.401,-.28
1923,114.718,-.27
1924,123.803,-.27
1925,129.402,-.22
1926,135.207,-.11
1927,149.1,-.22
1928,160.728,-.20
1929,168.354,-.36
1930,165.961,-.16
1931,157.917,-.09
1932,162.359,-.16
1933,183.475,-.29
1934,207.602,-.12
1935,223.208,-.20
1936,247.963,-.15
1937,269.426,-.03
1938,282.948,.00
1939,295.072,-.02
1940,328.656,.12
1941,310.789,.19
1942,266.237,.07
1943,284.451,.09
1944,289.839,.20
1945,219.304,.09
1946,227.252,-.07
1947,285.334,-.03
1948,292.327,-.11
1949,264.319,-.11
1950,260.601,-.17
1951,288.775,-.07
1952,309.131,.01
1953,337.615,.08
1954,358.579,-.13
1955,405.291,-.14
1956,451.601,-.19
1957,495.896,.05
1958,517.266,.06
1959,551.788,.03
1960,628.044,-.03
1961,701.982,.06
1962,749.842,.03
1963,823.326,.05
1964,906.667,-.20
1965,995.231,-.11
1966,1087.534,-.06
1967,1204.543,-.02
1968,1345.598,-.08
1969,1503.504,.05
1970,1706.094,.03
1971,1848.915,-.08
1972,1948.347,.01
1973,2133.965,.16
1974,2167.012,-.07
1975,2158.932,-.01
1976,2330.105,-.10
1977,2446.128,.18
1978,2471.096,.07
1979,2598.696,.16
1980,2609.173,.26
1981,2577.508,.32
1982,2586.626,.14
1983,2654.227,.31
1984,2768.428,.16
1985,2870.339,.12
1986,2961.527,.18
1987,3014.606,.32
1988,3271.474,.39
1989,3400.064,.27
1990,3545.724,.45
1991,4184.112,.40
1992,3862.53,.22
1993,3983.586,.23
1994,4119.414,.31
1995,4135.887,.44
1996,4264.457,.33
1997,4343.674,.46
1998,4232.877,.61
1999,4444.999,.38
2000,4702.127,.39
2001,4771.707,.53
2002,4888.142,.63
2003,5120.989,.62
2004,5338.274,.53
2005,5460.009,.68
2006,5603.078,.64
2007,5712.854,.66
2008,5837.094,.54
2009,5842.581,.66
2010,6198.868,.73
2011,6418.506,.61
2012,6695.939,.65
2013,6683.896,.68
2014,6812.07,.75
2015,7011.986,.90
2016,7124.89,1.02
2017,7336.026,.92
2018,7454.159,.85
2019,7521.707,.98
2020,7183.972,1.02
2021,7428.228,.85
2022,7545.928,.90
1880,2.417,-.16
1881,2.905,-.08
1882,3.45,-.11
1883,4.147,-.17
1884,4.532,-.28
1885,4.871,-.33
1886,4.829,-.31
1887,5.023,-.36
1888,5.609,-.17
1889,6.25,-.11
1890,5.451,-.35
1891,6.885,-.23
1892,6.46,-.28
1893,5.773,-.31
1894,6.522,-.30
1895,6.751,-.23
1896,7.167,-.12
1897,7.907,-.11
1898,8.514,-.28
1899,8.697,-.18
1900,10.168,-.09
1901,11.439,-.16
1902,11.395,-.28
1903,11.224,-.37
1904,11.544,-.48
1905,12.052,-.27
1906,14.358,-.23
1907,15.487,-.39
1908,16.792,-.43
1909,14.58,-.49
1910,17.707,-.44
1911,19.527,-.45
1912,21.211,-.37
1913,22.801,-.35
1914,24.922,-.16
1915,22.269,-.14
1916,19.854,-.36
1917,21.334,-.46
1918,23.365,-.30
1919,22.185,-.28
1920,26.306,-.28
1921,23.785,-.19
1922,24.922,-.28
1923,25.684,-.27
1924,28.191,-.27
1925,29.632,-.22
1926,29.587,-.11
1927,31.269,-.22
1928,29.019,-.20
1929,26.906,-.36
1930,25.899,-.16
1931,22.551,-.09
1932,23.051,-.16
1933,24.782,-.29
1934,26.209,-.12
1935,28.958,-.20
1936,31.514,-.15
1937,33.756,-.03
1938,33.697,.00
1939,37.984,-.02
1940,35.346,.12
1941,39.335,.19
1942,42.027,.07
1943,41.194,.09
1944,41.027,.20
1945,39.16,.09
1946,42.74,-.07
1947,44.777,-.03
1948,47.013,-.11
1949,48.064,-.11
1950,55.738,-.17
1951,61.122,-.07
1952,62.447,.01
1953,63.036,.08
1954,67.943,-.13
1955,71.968,-.14
1956,75.482,-.19
1957,75.479,.05
1958,77.936,.06
1959,83.072,.03
1960,87.444,-.03
1961,87.01,.06
1962,90.909,.03
1963,95.996,.05
1964,103.545,-.20
1965,113.605,-.11
1966,115.736,-.06
1967,122.281,-.02
1968,128.768,-.08
1969,136.414,.05
1970,147.861,.03
1971,151.116,-.08
1972,153.598,.01
1973,170.144,.16
1974,166.183,-.07
1975,173.102,-.01
1976,169.803,-.10
1977,181.915,.18
1978,191.052,.07
1979,192.322,.16
1980,204.37,.26
1981,213.81,.32
1982,218.001,.14
1983,207.645,.31
1984,217.516,.16
1985,224.556,.12
1986,224.04,.18
1987,234.6,.32
1988,240.737,.39
1989,256.837,.27
1990,278.16,.45
1991,279.534,.40
1992,284.529,.22
1993,288.874,.23
1994,293.701,.31
1995,305.056,.44
1996,311.94,.33
1997,320.333,.46
1998,334.136,.61
1999,343.959,.38
2000,350.008,.39
2001,357.783,.53
2002,362.537,.63
2003,369.442,.62
2004,382.873,.53
2005,386.205,.68
2006,392.436,.64
2007,399.676,.66
2008,404.256,.54
2009,407.477,.66
2010,405.512,.73
2011,404.257,.61
2012,406.58,.65
2013,399.288,.68
2014,393.049,.75
2015,401.378,.90
2016,410.254,1.02
2017,413.655,.92
2018,415.351,.85
2019,415.811,.98
2020,396.685,1.02
2021,386.607,.85
2022,392.279,.90
1880,23.647,-.16
1881,10.314,-.08
1882,10.6,-.11
1883,11.761,-.17
1884,11.461,-.28
1885,12.047,-.33
1886,11.369,-.31
1887,12.256,-.36
1888,11.952,-.17
1889,12.875,-.11
1890,13.037,-.35
1891,14.945,-.23
1892,14.465,-.28
1893,17.701,-.31
1894,18.129,-.30
1895,20.372,-.23
1896,21.299,-.12
1897,23.021,-.11
1898,24.454,-.28
1899,24.816,-.18
1900,27.696,-.09
1901,28.352,-.16
1902,25.696,-.28
1903,25.699,-.37
1904,27.209,-.48
1905,28.609,-.27
1906,34.178,-.23
1907,42.697,-.39
1908,60.031,-.43
1909,43.642,-.49
1910,58.785,-.44
1911,49.142,-.45
1912,51.688,-.37
1913,60.984,-.35
1914,49.655,-.16
1915,35.343,-.14
1916,9.087,-.36
1917,3.451,-.46
1918,3.338,-.30
1919,3.015,-.28
1920,14.528,-.28
1921,19.339,-.19
1922,18.587,-.28
1923,17.778,-.27
1924,20.093,-.27
1925,18.991,-.22
1926,18.62,-.11
1927,20.123,-.22
1928,21.19,-.20
1929,24.173,-.36
1930,18.863,-.16
1931,18.103,-.09
1932,15.171,-.16
1933,14.23,-.29
1934,13.753,-.12
1935,13.922,-.20
1936,13.592,-.15
1937,15.259,-.03
1938,5.787,.00
1939,6.336,-.02
1940,7.343,.12
1941,7.973,.19
1942,8.545,.07
1943,9.611,.09
1944,9.391,.20
1945,4.562,.09
1946,12.76,-.07
1947,17.63,-.03
1948,24.487,-.11
1949,26.574,-.11
1950,20.894,-.17
1951,23.264,-.07
1952,22.07,.01
1953,21.715,.08
1954,24.506,-.13
1955,29.07,-.14
1956,28.205,-.19
1957,29.179,.05
1958,28.087,.06
1959,27.91,.03
1960,30.784,-.03
1961,31.824,.06
1962,33.865,.03
1963,36.949,.05
1964,38.896,-.20
1965,38.141,-.11
1966,39.209,-.06
1967,39.916,-.02
1968,42.297,-.08
1969,44.638,.05
1970,50.632,.03
1971,52.069,-.08
1972,56.071,.01
1973,60.016,.16
1974,57.294,-.07
1975,54.214,-.01
1976,58.204,-.10
1977,55.994,.18
1978,57.226,.07
1979,61.321,.16
1980,52.025,.26
1981,55.833,.32
1982,53.565,.14
1983,51.668,.31
1984,54.214,.16
1985,54.366,.12
1986,53.729,.18
1987,57.374,.32
1988,52.937,.39
1989,53.696,.27
1990,62.167,.45
1991,65.766,.40
1992,60.266,.22
1993,60.692,.23
1994,61.067,.31
1995,64.044,.44
1996,67.389,.33
1997,67.285,.46
1998,66.92,.61
1999,65.671,.38
2000,66.172,.39
2001,70.171,.53
2002,71.975,.63
2003,77.402,.62
2004,77.699,.53
2005,79.097,.68
2006,76.817,.64
2007,74.118,.66
2008,73.495,.54
2009,67.315,.66
2010,72.017,.73
2011,69.909,.61
2012,67.283,.65
2013,67.776,.68
2014,64.176,.75
2015,66.366,.90
2016,67.227,1.02
2017,69.609,.92
2018,66.572,.85
2019,67.956,.98
2020,62.121,1.02
2021,66.019,.85
2022,61.488,.90
1880,0.186,-.16
1881,0.196,-.08
1882,0.206,-.11
1883,0.234,-.17
1884,0.238,-.28
1885,0.259,-.33
1886,0.266,-.31
1887,0.281,-.36
1888,0.293,-.17
1889,0.317,-.11
1890,0.359,-.35
1891,0.395,-.23
1892,0.418,-.28
1893,0.49,-.31
1894,0.499,-.30
1895,0.574,-.23
1896,0.584,-.12
1897,0.675,-.11
1898,0.757,-.28
1899,0.879,-.18
1900,0.995,-.09
1901,1.022,-.16
1902,0.987,-.28
1903,0.965,-.37
1904,1.074,-.48
1905,0.959,-.27
1906,1.094,-.23
1907,1.225,-.39
1908,1.232,-.43
1909,1.301,-.49
1910,1.276,-.44
1911,1.323,-.45
1912,1.498,-.37
1913,1.628,-.35
1914,1.469,-.16
1915,1.348,-.14
1916,1.437,-.36
1917,1.323,-.46
1918,0.527,-.30
1919,0.451,-.28
1920,0.411,-.28
1921,0.446,-.19
1922,0.543,-.28
1923,0.6,-.27
1924,0.715,-.27
1925,0.706,-.22
1926,1.023,-.11
1927,1.272,-.22
1928,1.4,-.20
1929,1.508,-.36
1930,2.058,-.16
1931,2.474,-.09
1932,2.784,-.16
1933,3.114,-.29
1934,3.764,-.12
1935,4.255,-.20
1936,4.872,-.15
1937,4.986,-.03
1938,5.263,.00
1939,5.328,-.02
1940,6.386,.12
1941,5.611,.19
1942,3.073,.07
1943,3.207,.09
1944,4.65,.20
1945,4.905,.09
1946,5.499,-.07
1947,6.615,-.03
1948,7.028,-.11
1949,7.987,-.11
1950,8.891,-.17
1951,9.626,-.07
1952,10.308,.01
1953,10.905,.08
1954,11.901,-.13
1955,13.496,-.14
1956,14.815,-.19
1957,16.223,.05
1958,17.331,.06
1959,18.226,.03
1960,18.984,-.03
1961,19.599,.06
1962,20.594,.03
1963,22.108,.05
1964,23.531,-.20
1965,24.971,-.11
1966,26.377,-.06
1967,27.599,-.02
1968,28.393,-.08
1969,29.583,.05
1970,31.105,.03
1971,33.03,-.08
1972,34.768,.01
1973,36.255,.16
1974,37.656,-.07
1975,39.598,-.01
1976,41.126,-.10
1977,42.53,.18
1978,44.002,.07
1979,44.37,.16
1980,46.11,.26
1981,45.262,.32
1982,46.119,.14
1983,46.784,.31
1984,47.209,.16
1985,50.898,.12
1986,53.118,.18
1987,49.605,.32
1988,51.012,.39
1989,50.643,.27
1990,51.151,.45
1991,49.752,.40
1992,56.174,.22
1993,48.406,.23
1994,41.945,.31
1995,33.309,.44
1996,31.242,.33
1997,29.843,.46
1998,31.785,.61
1999,28.822,.38
2000,29.765,.39
2001,28.415,.53
2002,28.57,.63
2003,30.488,.62
2004,32.253,.53
2005,34.194,.68
2006,34.522,.64
2007,30.037,.66
2008,33.037,.54
2009,29.103,.66
2010,27.549,.73
2011,30.21,.61
2012,32.773,.65
2013,33.555,.68
2014,34.348,.75
2015,34.683,.90
2016,34.727,1.02
2017,34.607,.92
2018,34.576,.85
2019,37.738,.98
2020,36.149,1.02
2021,38.334,.85
2022,38.063,.90
1950,0.055,-.17
1951,0.066,-.07
1952,0.077,.01
1953,0.081,.08
1954,0.084,-.13
1955,0.128,-.14
1956,0.139,-.19
1957,0.176,.05
1958,0.18,.06
1959,0.26,.03
1960,0.41,-.03
1961,0.546,.06
1962,0.725,.03
1963,0.707,.05
1964,1.085,-.20
1965,1.315,-.11
1966,1.092,-.06
1967,1.701,-.02
1968,1.628,-.08
1969,1.741,.05
1970,2.569,.03
1971,6.724,-.08
1972,6.481,.01
1973,7.863,.16
1974,7.38,-.07
1975,8.246,-.01
1976,6.457,-.10
1977,9.709,.18
1978,6.597,.07
1979,6.916,.16
1980,7.972,.26
1981,2.798,.32
1982,2.258,.14
1983,2.014,.31
1984,1.854,.16
1985,1.51,.12
1986,1.411,.18
1987,1.422,.32
1988,1.539,.39
1989,1.946,.27
1990,2.023,.45
1991,1.997,.40
1992,1.869,.22
1993,1.744,.23
1994,1.77,.31
1995,1.839,.44
1996,1.814,.33
1997,1.608,.46
1998,1.99,.61
1999,2.034,.38
2000,2.026,.39
2001,1.946,.53
2002,2.037,.63
2003,2.07,.62
2004,2.048,.53
2005,1.905,.68
2006,1.854,.64
2007,1.872,.66
2008,1.916,.54
2009,2.154,.66
2010,2.228,.73
2011,2.114,.61
2012,2.052,.65
2013,2.03,.68
2014,2.136,.75
2015,2.246,.90
2016,2.209,1.02
2017,2.51,.92
2018,2.422,.85
2019,2.455,.98
2020,2.184,1.02
2021,2.101,.85
2022,2.12,.90
1933,0.011,-.29
1934,0.121,-.12
1935,0.531,-.20
1936,1.949,-.15
1937,3.254,-.03
1938,3.477,.00
1939,3.184,-.02
1940,2.968,.12
1941,2.851,.19
1942,2.616,.07
1943,2.759,.09
1944,2.818,.20
1945,3.063,.09
1946,3.36,-.07
1947,3.95,-.03
1948,4.576,-.11
1949,4.609,-.11
1950,1.381,-.17
1951,1.176,-.07
1952,1.286,.01
1953,0.997,.08
1954,1.044,-.13
1955,1.403,-.14
1956,1.055,-.19
1957,0.755,.05
1958,1.29,.06
1959,1.312,.03
1960,0.575,-.03
1961,1.77,.06
1962,1.59,.03
1963,1.194,.05
1964,1.598,-.20
1965,1.227,-.11
1966,0.649,-.06
1967,1.004,-.02
1968,1.103,-.08
1969,1.271,.05
1970,2.59,.03
1971,3.037,-.08
1972,3.679,.01
1973,5.518,.16
1974,5.401,-.07
1975,5.749,-.01
1976,6.57,-.10
1977,7.464,.18
1978,7.76,.07
1979,8.127,.16
1980,7.881,.26
1981,8.519,.32
1982,9.831,.14
1983,8.222,.31
1984,9.2,.16
1985,10.186,.12
1986,11.003,.18
1987,11.421,.32
1988,12.143,.39
1989,11.717,.27
1990,11.556,.45
1991,11.391,.40
1992,10.493,.22
1993,16.84,.23
1994,14.443,.31
1995,14.823,.44
1996,16.019,.33
1997,17.289,.46
1998,18.366,.61
1999,18.315,.38
2000,19.234,.39
2001,15.375,.53
2002,15.868,.63
2003,16.769,.62
2004,17.884,.53
2005,19.804,.68
2006,19.421,.64
2007,26.771,.66
2008,29.681,.54
2009,28.098,.66
2010,29.075,.73
2011,28.468,.61
2012,27.119,.65
2013,31.158,.68
2014,30.9,.75
2015,32.46,.90
2016,31.56,1.02
2017,32.835,.92
2018,32.637,.85
2019,37.583,.98
2020,37.396,1.02
2021,38.122,.85
2022,37.796,.90
1946,0.117,-.07
1947,0.121,-.03
1948,0.134,-.11
1949,0.19,-.11
1950,0.993,-.17
1951,1.226,-.07
1952,1.295,.01
1953,1.318,.08
1954,1.339,-.13
1955,1.379,-.14
1956,1.634,-.19
1957,1.689,.05
1958,1.896,.06
1959,1.84,.03
1960,2.212,-.03
1961,2.29,.06
1962,2.517,.03
1963,2.893,.05
1964,2.975,-.20
1965,3.121,-.11
1966,3.176,-.06
1967,3.371,-.02
1968,3.866,-.08
1969,3.749,.05
1970,3.803,.03
1971,3.606,-.08
1972,3.506,.01
1973,4.55,.16
1974,4.653,-.07
1975,4.857,-.01
1976,5.556,-.10
1977,5.785,.18
1978,5.984,.07
1979,6.613,.16
1980,7.597,.26
1981,7.886,.32
1982,8.552,.14
1983,8.188,.31
1984,9.077,.16
1985,10.189,.12
1986,11.406,.18
1987,11.8,.32
1988,13.478,.39
1989,13.382,.27
1990,14.082,.45
1991,14.742,.40
1992,15.38,.22
1993,16.063,.23
1994,17.538,.31
1995,21.042,.44
1996,21.493,.33
1997,23.126,.46
1998,23.198,.61
1999,25.075,.38
2000,26.525,.39
2001,31.035,.53
2002,31.981,.63
2003,33.459,.62
2004,35.945,.53
2005,37.677,.68
2006,41.689,.64
2007,42.642,.66
2008,45.301,.54
2009,49.148,.66
2010,53.992,.73
2011,56.556,.61
2012,60.708,.65
2013,61.799,.68
2014,66.009,.75
2015,73.158,.90
2016,76.203,1.02
2017,80.742,.92
2018,82.556,.85
2019,100.792,.98
2020,93.615,1.02
2021,98.76,.85
2022,102.103,.90
1928,0.004,-.20
1929,0.004,-.36
1930,0.007,-.16
1931,0.004,-.09
1932,0.004,-.16
1933,0.004,-.29
1934,0.004,-.12
1939,0.004,-.02
1947,0.004,-.03
1948,0.004,-.11
1949,0.004,-.11
1950,0.073,-.17
1951,0.11,-.07
1952,0.088,.01
1953,0.11,.08
1954,0.114,-.13
1955,0.128,-.14
1956,0.128,-.19
1957,0.136,.05
1958,0.15,.06
1959,0.15,.03
1960,0.172,-.03
1961,0.194,.06
1962,0.26,.03
1963,0.191,.05
1964,0.18,-.20
1965,0.205,-.11
1966,0.267,-.06
1967,0.337,-.02
1968,0.44,-.08
1969,0.48,.05
1970,0.429,.03
1971,0.484,-.08
1972,0.502,.01
1973,0.48,.16
1974,0.491,-.07
1975,0.568,-.01
1976,0.531,-.10
1977,0.59,.18
1978,0.63,.07
1979,0.601,.16
1980,0.674,.26
1981,0.685,.32
1982,0.645,.14
1983,0.685,.31
1984,0.747,.16
1985,0.846,.12
1986,0.915,.18
1987,0.941,.32
1988,0.945,.39
1989,0.989,.27
1990,1.275,.45
1991,1.418,.40
1992,1.362,.22
1993,1.097,.23
1994,1.164,.31
1995,1.283,.44
1996,1.339,.33
1997,1.54,.46
1998,1.572,.61
1999,1.653,.38
2000,1.749,.39
2001,1.652,.53
2002,1.658,.63
2003,1.699,.62
2004,1.72,.53
2005,1.762,.68
2006,1.775,.64
2007,1.802,.66
2008,2.081,.54
2009,2.0,.66
2010,1.845,.73
2011,1.942,.61
2012,1.803,.65
2013,1.822,.68
2014,1.69,.75
2015,1.686,.90
2016,1.694,1.02
2017,1.645,.92
2018,1.656,.85
2019,1.667,.98
2020,1.234,1.02
2021,1.226,.85
2022,1.233,.90
1880,0.391,-.16
1881,0.412,-.08
1882,0.434,-.11
1883,0.494,-.17
1884,0.502,-.28
1885,0.546,-.33
1886,0.56,-.31
1887,0.593,-.36
1888,0.618,-.17
1889,0.668,-.11
1890,0.756,-.35
1891,0.833,-.23
1892,0.882,-.28
1893,1.033,-.31
1894,1.052,-.30
1895,1.209,-.23
1896,1.231,-.12
1897,1.423,-.11
1898,1.596,-.28
1899,1.852,-.18
1900,2.098,-.09
1901,2.154,-.16
1902,2.08,-.28
1903,2.035,-.37
1904,2.264,-.48
1905,2.021,-.27
1906,2.305,-.23
1907,2.581,-.39
1908,2.597,-.43
1909,2.742,-.49
1910,2.689,-.44
1911,2.788,-.45
1912,3.158,-.37
1913,3.431,-.35
1914,3.096,-.16
1915,2.842,-.14
1916,3.029,-.36
1917,2.788,-.46
1918,1.112,-.30
1919,0.95,-.28
1920,0.866,-.28
1921,0.939,-.19
1922,1.145,-.28
1923,1.265,-.27
1924,1.507,-.27
1925,1.488,-.22
1926,2.155,-.11
1927,2.68,-.22
1928,2.969,-.20
1929,3.199,-.36
1930,4.358,-.16
1931,5.236,-.09
1932,5.894,-.16
1933,6.586,-.29
1934,7.964,-.12
1935,9.011,-.20
1936,10.327,-.15
1937,10.563,-.03
1938,11.149,.00
1939,11.286,-.02
1940,13.526,.12
1941,11.888,.19
1942,6.475,.07
1943,6.758,.09
1944,9.8,.20
1945,10.362,.09
1946,11.636,-.07
1947,14.007,-.03
1948,14.897,-.11
1949,16.933,-.11
1950,18.865,-.17
1951,20.439,-.07
1952,21.89,.01
1953,23.16,.08
1954,25.29,-.13
1955,28.679,-.14
1956,31.458,-.19
1957,34.43,.05
1958,36.759,.06
1959,38.653,.03
1960,40.253,-.03
1961,41.532,.06
1962,43.62,.03
1963,46.796,.05
1964,49.778,-.20
1965,52.812,-.11
1966,55.782,-.06
1967,58.36,-.02
1968,60.029,-.08
1969,62.538,.05
1970,65.798,.03
1971,69.832,-.08
1972,73.493,.01
1973,76.62,.16
1974,79.564,-.07
1975,83.637,-.01
1976,86.818,-.10
1977,89.745,.18
1978,92.828,.07
1979,93.562,.16
1980,97.203,.26
1981,95.372,.32
1982,97.144,.14
1983,98.501,.31
1984,99.34,.16
1985,107.063,.12
1986,121.552,.18
1987,112.491,.32
1988,114.307,.39
1989,109.142,.27
1990,108.345,.45
1991,104.072,.40
1992,93.483,.22
1993,80.562,.23
1994,67.879,.31
1995,60.906,.44
1996,61.735,.33
1997,61.588,.46
1998,60.073,.61
1999,57.966,.38
2000,54.906,.39
2001,54.003,.53
2002,53.844,.63
2003,55.088,.62
2004,58.254,.53
2005,59.31,.68
2006,61.744,.64
2007,60.218,.66
2008,62.836,.54
2009,60.578,.66
2010,62.445,.73
2011,61.308,.61
2012,62.545,.65
2013,64.126,.68
2014,63.649,.75
2015,58.799,.90
2016,58.134,1.02
2017,59.382,.92
2018,62.157,.85
2019,62.096,.98
2020,59.056,1.02
2021,60.938,.85
2022,58.801,.90
1880,30.426,-.16
1881,30.631,-.08
1882,32.437,-.11
1883,34.383,-.17
1884,33.87,-.28
1885,33.082,-.33
1886,32.104,-.31
1887,33.969,-.36
1888,36.054,-.17
1889,36.834,-.11
1890,39.824,-.35
1891,37.78,-.23
1892,37.728,-.28
1893,36.076,-.31
1894,39.831,-.30
1895,40.132,-.23
1896,42.279,-.12
1897,43.744,-.11
1898,45.086,-.28
1899,47.126,-.18
1900,49.666,-.09
1901,46.709,-.16
1902,48.856,-.28
1903,52.63,-.37
1904,50.351,-.48
1905,50.266,-.27
1906,57.495,-.23
1907,58.324,-.39
1908,57.847,-.43
1909,57.763,-.49
1910,61.288,-.44
1911,61.687,-.45
